FRFR_OCCRR_ID,OCCRR_YR,OCCRR_MNT,OCCRR_DT,OCCRR_TM,OCCRR_DYWK_NM,FRFR_OCCRR_CTPRV_NM,FRFR_OCCRR_SGNG_NM,FRFR_OCCRR_EPMN_NM,FRFR_OCCRR_DNL_NM,FRFR_OCCRR_LTNO_NM,FRFR_OCCRR_LCTN_XCRD,FRFR_OCCRR_LCTN_YCRD,LTTC_ID,FRFR_POTFR_TM,FRFR_OCCRR_CAUS_NM,FRFR_DMG_AREA,POTFR_RSRC_INPT_QNTT,TPRT,HMDT,WDSP,PRCPT_QNTT,STORUNST_CD,FRTP_CD,DNST_CD,FRTP_TRE_HGHT,DMCLS_CD,AGCLS_CD,HASLV,NNFRS_DSTNC,CMPSI_FG,PTMNT_FG,CMTRY_FG,FRSTTN_DSTNC,PTMNT_DSTNC,TPGRP_DATA_FG
1438,2016,6,2,13,목요일,경상북도,봉화군,춘양면,우구치리,198임,128.7836762,37.0599926,마바14a96a,3:50,기타,0.1,150.0,16.079166666666666,50.208333333333336,1.4833333333333334,0.0,2.0,0.0,,0.0,2.0,4.0,810.0,436.061,0.0,0.0,0.0,21.123,2598.946,1.0
1444,2016,6,5,9,일요일,경상북도,청송군,파천면,신흥리,산151,129.003121,36.4048715,마바34b24a,3:00,입산자실화,0.1,72.0,18.966666666666665,64.625,1.8625,0.0,1.0,2.0,C,18.0,2.0,5.0,425.0,461.123,0.0,0.0,0.0,7.315,4122.691,1.0
1459,2016,6,18,15,토요일,경상북도,경주시,조양동,,산26,129.2919775093151,35.78624716439285,마마61b55b,1:00,쓰레기소각,0.03,150.0,24.891666666666666,59.29166666666666,2.970833333333333,0.0,1.0,1.0,C,10.0,2.0,4.0,120.0,141.989,0.0,0.0,0.0,6.597,2768.148,1.0
1461,2016,6,28,13,화요일,경상북도,울진군,온정면,조금리,산98-1임,129.3293324,36.6740253,마바63a54a,3:08,기타,0.01,96.0,20.379166666666663,88.0,1.9083333333333328,0.0,1.0,1.0,C,14.0,2.0,4.0,285.0,386.099,0.0,0.0,0.0,7.01,3960.715,1.0
1462,2016,6,28,17,화요일,경상북도,영양군,석보면,택전리,산74,129.1677555,36.5382466,마바49a39a,1:00,농산부산물소각,0.05,47.0,21.85,74.125,2.0416666666666665,0.0,0.0,0.0,,0.0,2.0,4.0,280.0,12.234,0.0,0.0,0.0,14.822,3412.512,1.0
1464,2016,6,30,16,목요일,경상북도,봉화군,소천면,남회룡리,산51-1,129.1136658,36.8660281,마바43b75a,3:33,입산자실화,0.1,91.0,23.33333333333333,64.875,1.6208333333333331,0.0,1.0,1.0,A,0.0,2.0,6.0,775.0,828.226,0.0,0.0,0.0,23.324,1883.249,1.0
1466,2016,8,11,10,목요일,경상북도,경주시,안강읍,두류리,산163,129.1512654,35.9903676,마마48b78a,3:28,기타,0.6,342.0,29.90833333333333,69.79166666666667,1.6583333333333332,0.0,1.0,1.0,C,12.0,1.0,,95.0,73.226,0.0,0.0,0.0,7.076,2414.206,1.0
1468,2016,8,14,8,일요일,경상북도,안동시,풍산읍,노리,산56,128.6212848,36.6005007,마바00a45a,1:31,쓰레기소각,0.02,65.0,29.616666666666664,65.875,1.6375,0.0,1.0,1.0,C,16.0,2.0,4.0,195.0,63.911,0.0,0.0,1.0,5.674,4473.415,1.0
1471,2016,8,21,18,일요일,경상북도,칠곡군,가산면,다부리,산13,128.5240897,36.0467157,라마92a83b,12:35,기타,0.4,86.0,28.21666666666667,72.125,0.9916666666666668,0.0,1.0,2.0,C,14.0,2.0,4.0,260.0,80.981,0.0,0.0,0.0,1.018,756.566,1.0
1479,2016,8,27,15,토요일,경상북도,영천시,화산면,부계리,산55,128.8560025,36.0035179,마마22a79a,2:30,성묘객실화,0.1,72.0,21.9375,63.375,2.766666666666667,0.0,2.0,0.0,,0.0,2.0,4.0,120.0,50.126,0.0,0.0,0.0,11.215,5803.068,1.0
1487,2016,11,16,9,수요일,경상북도,봉화군,소천면,분천리,산155,129.0790542,36.9185319,마바40b81a,1:55,입산자실화,0.01,150.0,2.325,68.33333333333333,1.1375,0.0,1.0,2.0,C,14.0,2.0,5.0,540.0,324.464,0.0,1.0,0.0,18.395,47.873,1.0
1500,2016,12,9,17,금요일,경상북도,고령군,대가야읍,쾌빈리,산1-3,128.2568878,35.7423249,라마68a49b,0:35,입산자실화,0.16,74.0,5.058333333333334,58.5,1.2875,0.3,0.0,0.0,,0.0,2.0,4.0,60.0,18.327,0.0,0.0,0.0,3.952,5433.273,1.0
1505,2016,12,17,12,토요일,경상북도,영덕군,영덕읍,화수리,산6,129.3815593,36.4252534,마바68b26b,4:05,입산자실화,1.6,95.0,4.270833333333333,50.583333333333336,3.1375,0.0,0.0,0.0,,0.0,2.0,5.0,75.0,49.622,0.0,0.0,0.0,2.273,1762.987,1.0
1510,2017,1,11,20,수요일,경상북도,영양군,청기면,기포리,산103,129.0258716,36.7331958,마바36a60b,1:35,쓰레기소각,0.5,374.0,-1.2916666666666667,31.625,4.441666666666666,0.0,1.0,1.0,C,20.0,2.0,4.0,455.0,372.376,0.0,0.0,0.0,20.723,5103.427,1.0
1525,2017,1,26,15,목요일,경상북도,안동시,도산면,온혜리,산15,128.8374996,36.7601015,마바19a63a,1:10,기타,0.1,44.0,-3.3791666666666664,49.458333333333336,1.0833333333333333,0.0,1.0,1.0,C,12.0,1.0,3.0,255.0,218.807,0.0,1.0,0.0,5.884,240.275,1.0
1530,2017,2,2,11,목요일,경상북도,칠곡군,지천면,송정리,산2임,128.4683277,35.969128,라마87a75a,0:29,입산자실화,0.05,72.0,0.2291666666666667,30.08333333333333,2.3000000000000003,0.0,1.0,2.0,C,16.0,2.0,,105.0,90.211,0.0,0.0,0.0,6.014,1014.583,1.0
1532,2017,2,3,10,금요일,경상북도,경주시,강동면,유금리,산88-8,129.2713223,35.9916788,마마59b78b,0:50,입산자실화,0.1,140.0,3.1875,46.04166666666666,3.158333333333333,0.0,1.0,1.0,C,16.0,2.0,4.0,50.0,38.539,0.0,0.0,0.0,6.462,4012.152,1.0
1535,2017,2,4,13,토요일,경상북도,영덕군,지품면,속곡리,산139,129.2649384,36.4656933,마바58a31a,3:06,담뱃불실화,0.98,120.0,7.733333333333333,27.58333333333333,2.1,0.0,1.0,2.0,C,18.0,2.0,5.0,225.0,110.824,0.0,0.0,0.0,15.788,4688.834,1.0
1536,2017,2,4,13,토요일,경상북도,구미시,해평면,도문리,산55,128.4305231,36.234465,라바83b04b,2:25,기타,0.3,200.0,4.354166666666667,49.5,0.4333333333333333,0.0,2.0,0.0,,0.0,2.0,5.0,195.0,158.513,0.0,1.0,0.0,5.912,183.395,1.0
1543,2017,2,10,12,금요일,경상북도,안동시,도산면,동부리,산133-2,128.8397966,36.6974807,마바19b56a,1:30,입산자실화,0.01,62.0,-4.866666666666666,40.29166666666666,3.7875,0.0,0.0,0.0,,0.0,2.0,5.0,255.0,27.621,0.0,0.0,0.0,2.946,5164.336,1.0
1550,2017,2,12,14,일요일,경상북도,청송군,진보면,고현리,산1-3,129.1164978,36.5173885,마바44b36b,2:04,입산자실화,0.1,99.0,-3.6875,53.04166666666666,1.5958333333333332,0.0,1.0,1.0,C,14.0,2.0,4.0,255.0,105.797,0.0,0.0,0.0,9.246,3719.283,1.0
1564,2017,2,16,16,목요일,경상북도,상주시,사벌국면,덕가리,532,128.2076809,36.5029483,라바63a34a,1:05,농산부산물소각,0.1,72.0,5.508333333333333,50.54166666666666,1.1625,0.0,0.0,0.0,,0.0,2.0,4.0,80.0,18.418,0.0,0.0,0.0,14.603,2808.116,1.0
1569,2017,2,19,15,일요일,경상북도,군위군,고로면,인곡리,산8-1,128.8444513,36.1433149,마마20b94b,1:20,쓰레기소각,0.2,93.0,2.958333333333333,57.458333333333336,0.6583333333333333,1.2,0.0,0.0,,0.0,,,365.0,33.239,0.0,1.0,0.0,19.097,27.896,1.0
1583,2017,2,28,13,화요일,경상북도,안동시,일직면,용각리,산28-1,128.6074501,36.4637312,라바99a30a,2:10,쓰레기소각,0.8,83.0,3.945833333333333,62.5,1.2166666666666666,0.0,1.0,1.0,C,12.0,2.0,4.0,210.0,228.978,0.0,0.0,0.0,21.339,6414.937,1.0
1590,2017,3,4,15,토요일,경상북도,영주시,부석면,보계리,산40,128.6326329,36.9526398,마바00b84a,2:15,농산부산물소각,2.0,251.0,3.954166666666666,52.083333333333336,1.7791666666666668,0.0,1.0,1.0,C,10.0,2.0,4.0,300.0,65.313,0.0,0.0,0.0,14.612,4860.862,1.0
1601,2017,3,9,12,목요일,경상북도,영주시,이산면,신암리,산41,128.6904163,36.8545424,마바06a73b,0:56,기타,0.05,116.0,3.529166666666667,42.79166666666666,5.341666666666666,0.0,1.0,1.0,C,16.0,2.0,4.0,190.0,48.34,0.0,0.0,0.0,7.368,2997.467,1.0
1612,2017,3,10,13,금요일,경상북도,청도군,매전면,지전리,산154-7,128.8068481,35.6058385,마마18a35a,0:45,쓰레기소각,0.03,60.0,6.454166666666667,36.333333333333336,1.1541666666666666,0.0,1.0,1.0,C,16.0,2.0,6.0,150.0,67.716,0.0,0.0,0.0,15.99,1769.159,1.0
1613,2017,3,10,13,금요일,경상북도,영양군,입암면,양항리,산6,129.0990754,36.6053251,마바43a46a,2:05,기타,0.5,192.0,5.220833333333333,39.208333333333336,3.4416666666666664,0.0,1.0,3.0,B,20.0,2.0,4.0,295.0,171.062,0.0,0.0,0.0,1.592,1674.172,1.0
1614,2017,3,10,14,금요일,경상북도,문경시,농암면,선곡리,산52,128.0373781,36.5558453,라바48a39b,1:00,기타,0.03,66.0,5.529166666666666,27.875,3.154166666666667,0.0,2.0,0.0,,0.0,2.0,4.0,215.0,65.756,0.0,0.0,0.0,14.97,2395.27,1.0
1626,2017,3,11,13,토요일,경상북도,의성군,점곡면,동변리,산124-1,128.7814993,36.4420626,마바14b27b,1:29,기타,0.2,120.0,3.95,40.04166666666666,0.8375,0.0,1.0,1.0,C,12.0,1.0,3.0,320.0,484.163,0.0,0.0,0.0,16.392,2648.272,1.0
1628,2017,3,11,14,토요일,경상북도,문경시,가은읍,전곡리,산57,128.0093793,36.609068,라바45b45b,1:05,성묘객실화,0.09,99.0,6.545833333333333,25.291666666666668,1.7291666666666667,0.0,1.0,2.0,C,14.0,2.0,4.0,260.0,269.45,0.0,0.0,0.0,7.244,3694.7,1.0
1633,2017,3,11,15,토요일,경상북도,영천시,화남면,죽곡리,산167,128.9522997,36.0622398,마마30b86a,3:17,농산부산물소각,5.2,113.0,5.675,48.25,1.4125,0.0,1.0,1.0,C,8.0,2.0,4.0,185.0,203.138,0.0,0.0,0.0,13.907,7640.309,1.0
1643,2017,3,12,12,일요일,경상북도,경주시,양북면,권이리,산301,129.4309342,35.8672861,마마74a65a,1:16,농산부산물소각,0.03,115.0,8.266666666666667,52.79166666666666,2.0458333333333334,0.0,1.0,2.0,C,10.0,2.0,4.0,200.0,35.589,0.0,0.0,0.0,16.255,4763.236,1.0
1650,2017,3,13,12,월요일,경상북도,청송군,진보면,신촌리,산48,129.0941622,36.4899741,마바42b33b,3:57,입산자실화,0.2,96.0,5.366666666666667,56.91666666666666,1.2375,0.0,1.0,3.0,C,14.0,1.0,4.0,450.0,802.463,0.0,0.0,0.0,12.596,2535.295,1.0
1655,2017,3,13,16,월요일,경상북도,구미시,,상모동,산46-9,128.3488668,36.0890025,라마76a88a,0:28,입산자실화,0.01,49.0,10.608333333333333,42.375,1.3791666666666669,0.0,1.0,3.0,C,18.0,2.0,5.0,90.0,51.255,0.0,0.0,0.0,1.508,480.795,1.0
1665,2017,3,14,18,화요일,경상북도,경주시,내남면,월산리,산113-1,129.1886797,35.7209727,마마52b48b,2:45,입산자실화,0.3,115.0,6.595833333333334,69.08333333333333,2.904166666666667,0.0,1.0,1.0,C,24.0,2.0,5.0,225.0,324.105,0.0,0.0,0.0,11.28,3261.181,1.0
1708,2017,3,19,10,일요일,경상북도,안동시,예안면,인계리,산129,128.9425366,36.690773,마바28b55b,3:19,건축물화재비화,0.1,76.0,9.1125,41.375,1.3666666666666665,0.0,1.0,3.0,C,12.0,2.0,4.0,280.0,178.934,0.0,0.0,0.0,26.701,5851.719,1.0
1711,2017,3,19,11,일요일,경상북도,청송군,안덕면,노래리,산6,129.0235359,36.3777971,마바36b21a,1:55,기타,0.03,57.0,5.945833333333333,55.458333333333336,1.2625,0.0,1.0,1.0,C,14.0,2.0,4.0,465.0,172.021,0.0,0.0,0.0,20.493,4955.229,1.0
1712,2017,3,19,12,일요일,경상북도,안동시,북후면,오산리,산82,128.7249422,36.6281498,마바09b48b,2:13,농산부산물소각,0.1,88.0,9.1125,41.375,1.3666666666666665,0.0,1.0,1.0,C,14.0,2.0,4.0,210.0,63.485,0.0,0.0,0.0,14.094,4694.87,1.0
1721,2017,3,19,14,일요일,경상북도,김천시,대덕면,중산리,산60,127.9707176,35.9407634,라마42a71b,1:04,농산부산물소각,0.03,95.0,10.483333333333333,32.75,0.7291666666666666,0.0,1.0,1.0,C,22.0,2.0,4.0,275.0,111.35,0.0,0.0,0.0,10.311,5442.112,1.0
1732,2017,3,21,14,화요일,경상북도,예천군,개포면,신음리,산52,128.3720955,36.5945277,라바78a44a,2:10,농산부산물소각,0.5,90.0,8.7875,44.66666666666666,2.6083333333333334,0.0,1.0,2.0,B,12.0,2.0,4.0,115.0,102.631,0.0,0.0,0.0,11.493,4278.348,1.0
1737,2017,3,22,16,수요일,경상북도,봉화군,법전면,소천리,산185-1외 7개소,128.9126037,36.8919918,마바25b78a,2:28,입산자실화,2.2,234.0,3.3000000000000003,54.333333333333336,1.7333333333333334,0.0,1.0,1.0,A,0.0,2.0,5.0,415.0,491.871,0.0,0.0,0.0,7.46,275.028,1.0
1739,2017,3,22,16,수요일,경상북도,문경시,산양면,봉정리,산56,128.2281977,36.6241166,라바65a47b,1:25,기타,0.15,97.0,7.070833333333333,37.91666666666666,1.7125,0.0,2.0,0.0,,0.0,2.0,4.0,170.0,72.052,0.0,0.0,0.0,5.277,1119.577,1.0
1746,2017,3,23,13,목요일,경상북도,의성군,다인면,용곡리,산40,128.3468433,36.5159451,라바75b35b,3:09,농산부산물소각,1.5,148.0,8.641666666666667,42.083333333333336,1.3291666666666668,0.0,0.0,0.0,,0.0,1.0,3.0,155.0,140.397,0.0,0.0,0.0,5.136,3141.184,1.0
1823,2017,4,13,12,목요일,경상북도,예천군,감천면,마촌리,산95,128.529938,36.6908189,라바92a55a,1:20,농산부산물소각,0.1,45.0,13.391666666666666,33.333333333333336,2.6166666666666667,0.0,1.0,3.0,A,12.0,2.0,4.0,140.0,52.57,0.0,0.0,0.0,11.393,4445.581,1.0
1825,2017,4,13,16,목요일,경상북도,문경시,동로면,노은리,산44-1,128.3148677,36.7635335,라바72b63a,0:45,입산자실화,0.01,90.0,13.391666666666666,33.333333333333336,2.6166666666666667,0.0,1.0,2.0,A,0.0,0.0,1.0,340.0,106.484,0.0,0.0,0.0,26.047,1930.732,1.0
1843,2017,4,23,15,일요일,경상북도,울진군,온정면,선구리,산159,129.2985234,36.7451947,마바60b62a,2:05,입산자실화,0.1,73.0,13.633333333333333,69.08333333333333,2.720833333333333,0.0,1.0,2.0,C,30.0,2.0,5.0,505.0,1416.143,0.0,0.0,0.0,13.635,944.371,1.0
1856,2017,4,26,12,수요일,경상북도,예천군,지보면,수월리,산32,128.390756,36.5804451,라바79b42b,1:42,농산부산물소각,0.06,51.0,16.558333333333334,30.166666666666668,2.7916666666666665,0.0,1.0,2.0,A,0.0,2.0,3.0,135.0,40.657,0.0,0.0,0.0,8.645,5646.127,1.0
1866,2017,4,27,14,목요일,경상북도,안동시,임하면,금소리,산67-1,128.8631284,36.5047293,마바22a34b,1:10,입산자실화,0.01,46.0,12.7625,47.91666666666666,2.279166666666667,0.0,2.0,0.0,,0.0,1.0,,180.0,170.547,0.0,0.0,0.0,13.205,3873.991,1.0
1873,2017,4,28,13,금요일,경상북도,칠곡군,동명면,가천리,산123임,128.5270552,36.0220703,라마92b81a,3:04,입산자실화,0.3,164.0,15.9,36.708333333333336,1.6625,0.0,1.0,2.0,A,0.0,1.0,1.0,295.0,196.64,0.0,0.0,0.0,8.425,2770.793,1.0
1877,2017,4,28,18,금요일,경상북도,칠곡군,왜관읍,금산리,산88,128.3994288,35.964492,라마81a74b,12:58,입산자실화,1.25,280.0,15.9,36.708333333333336,1.6625,0.0,1.0,1.0,C,22.0,2.0,4.0,60.0,102.352,0.0,0.0,0.0,1.873,1302.791,1.0
1879,2017,4,29,10,토요일,경상북도,경주시,내남면,노곡리,산129,129.2287846,35.7653187,마마56a53a,2:11,입산자실화,0.3,148.0,18.058333333333334,41.66666666666666,2.733333333333333,0.0,1.0,3.0,C,26.0,1.0,4.0,350.0,540.653,0.0,0.0,0.0,17.698,6832.757,1.0
1890,2017,4,30,9,일요일,경상북도,문경시,동로면,석항리,산162-4,128.342407,36.7652778,라바75a63a,1:40,입산자실화,0.1,83.0,20.866666666666667,33.416666666666664,2.3583333333333334,0.0,1.0,2.0,C,18.0,1.0,3.0,440.0,269.56,0.0,0.0,0.0,27.369,2688.499,1.0
1917,2017,5,3,15,공휴일,경상북도,상주시,화북면,용유리,산46-1,127.9092848,36.5537168,라바36b39b,0:59,입산자실화,0.1,90.0,18.85833333333333,45.458333333333336,0.7416666666666667,0.0,2.0,0.0,,0.0,2.0,4.0,630.0,637.053,0.0,0.0,0.0,20.453,1318.222,1.0
1926,2017,5,5,13,공휴일,경상북도,영양군,일월면,도계리,산1-3,129.1211511,36.7372116,마바44b61a,3:30,입산자실화,1.0,227.0,22.5375,53.41666666666666,2.566666666666667,0.0,1.0,1.0,A,0.0,2.0,5.0,415.0,118.338,0.0,0.0,0.0,10.363,3555.931,1.0
1934,2017,5,6,11,토요일,경상북도,영양군,영양읍,양구리,산1-13,129.2187648,36.578514,마바53b43b,0:56,기타,0.01,120.0,20.14583333333333,28.0,4.066666666666666,0.0,1.0,3.0,C,18.0,2.0,4.0,485.0,518.325,0.0,0.0,0.0,16.845,835.972,1.0
1939,2017,5,6,14,토요일,경상북도,상주시,사벌국면,덕가리,산108임 외,128.2242988,36.5092449,라바64b34b,50:20:00,농산부산물소각,86.0,2146.0,18.354166666666668,33.083333333333336,3.045833333333333,0.0,1.0,1.0,C,16.0,2.0,4.0,165.0,67.743,0.0,0.0,0.0,14.248,1631.451,1.0
1941,2017,5,6,14,토요일,경상북도,예천군,보문면,독양리,산110-1,128.5583948,36.72178,라바94b58b,1:36,쓰레기소각,0.1,65.0,17.433333333333334,25.20833333333333,3.7458333333333336,0.0,1.0,1.0,C,10.0,2.0,4.0,135.0,47.985,0.0,0.0,0.0,15.833,5464.456,1.0
1947,2017,5,6,16,토요일,경상북도,문경시,가은읍,수예리,산90외 1,128.0559901,36.5887057,라바49b43b,2:00,농산부산물소각,1.5,100.0,17.433333333333334,25.20833333333333,3.7458333333333336,0.0,1.0,1.0,A,0.0,1.0,4.0,360.0,67.236,0.0,0.0,0.0,8.035,1584.124,1.0
1951,2017,5,7,14,일요일,경상북도,영덕군,영해면,사진리,산70 외 2,129.4385181,36.5296375,마바73b38b,16:15,담뱃불실화,5.9,387.0,19.866666666666667,20.95833333333333,3.929166666666666,0.0,1.0,1.0,A,0.0,2.0,5.0,60.0,79.456,0.0,0.0,0.0,5.674,12075.975,1.0
1954,2017,5,7,19,일요일,경상북도,영주시,봉현면,한천리,산82-1,128.5107338,36.8374988,라바90a71b,1:05,기타,0.05,167.0,16.320833333333333,32.0,5.479166666666667,0.0,1.0,2.0,C,12.0,2.0,4.0,375.0,70.981,0.0,0.0,0.0,5.341,3955.767,1.0
1958,2017,5,19,4,금요일,경상북도,포항시남구,오천읍,항사리,산21-1,129.3755003,35.9290471,마마69a71b,3:20,입산자실화,0.1,104.0,25.979166666666668,33.791666666666664,2.904166666666667,0.0,1.0,1.0,C,16.0,2.0,4.0,135.0,111.904,0.0,1.0,0.0,6.638,365.581,1.0
1959,2017,5,19,12,금요일,경상북도,봉화군,석포면,석포리,산8-1,129.0606749,37.0523064,마바38b95b,8:50,기타,0.7,409.0,20.3,45.04166666666666,2.533333333333333,0.0,2.0,0.0,,0.0,2.0,5.0,535.0,86.058,0.0,0.0,0.0,11.595,1377.924,1.0
1971,2017,5,22,3,월요일,경상북도,문경시,가은읍,원북리,산54-1,127.9723865,36.7118935,라바42a57a,4:00,기타,0.5,105.0,22.075,37.66666666666666,1.8541666666666667,0.0,1.0,2.0,C,18.0,2.0,5.0,510.0,1154.193,0.0,1.0,0.0,18.682,298.449,1.0
1976,2017,5,23,17,화요일,경상북도,경주시,,손곡동,산16,129.3011441,35.8659591,마마62b64b,2:20,입산자실화,0.04,146.0,20.916666666666668,65.5,1.9166666666666667,0.0,1.0,1.0,C,14.0,2.0,4.0,220.0,154.393,0.0,0.0,0.0,6.381,3972.101,1.0
1979,2017,5,25,13,목요일,경상북도,청송군,현동면,개일리,산22,129.0183426,36.2742372,마바36a09b,1:09,농산부산물소각,0.05,92.0,19.95833333333333,58.833333333333336,2.333333333333333,0.0,1.0,2.0,C,14.0,2.0,4.0,315.0,41.003,0.0,0.0,0.0,24.953,4741.334,1.0
1986,2017,5,27,12,토요일,경상북도,김천시,증산면,평촌리,산61-1,128.015297,35.8884981,라마46b65b,5:17,입산자실화,1.0,192.0,19.29583333333333,55.125,1.2375,0.0,1.0,1.0,C,14.0,2.0,4.0,480.0,190.766,0.0,0.0,0.0,16.955,4382.046,1.0
1989,2017,5,27,16,토요일,경상북도,김천시,감천면,광기리,산48,128.1350232,36.0655407,라마57a85b,1:16,농산부산물소각,0.05,40.0,19.29583333333333,55.125,1.2375,0.0,1.0,2.0,C,14.0,2.0,4.0,115.0,85.529,0.0,0.0,0.0,7.204,3663.944,1.0
1991,2017,5,28,13,일요일,경상북도,경주시,산내면,대현리,산211-1,129.0649713,35.7011397,마마41b46a,1:23,입산자실화,0.01,114.0,21.025,59.75,2.9250000000000003,0.0,1.0,2.0,C,6.0,2.0,5.0,500.0,464.236,0.0,0.0,0.0,24.892,1191.304,1.0
1993,2017,5,28,14,일요일,경상북도,울진군,기성면,사동리,산8-1,129.4398628,36.8341841,마바72b72a,2:14,건축물화재비화,0.1,150.0,20.629166666666663,56.04166666666666,3.3791666666666664,0.0,1.0,2.0,C,12.0,2.0,4.0,85.0,48.123,0.0,0.0,0.0,18.827,13482.858,1.0
1996,2017,5,29,13,월요일,경상북도,영양군,청기면,토곡리,산137,129.0329445,36.6878242,마바36b55b,2:10,농산부산물소각,0.05,115.0,24.1375,45.958333333333336,2.9791666666666665,0.0,1.0,2.0,C,28.0,2.0,5.0,380.0,201.363,0.0,0.0,0.0,13.038,5304.477,1.0
1998,2017,5,30,11,화요일,경상북도,봉화군,상운면,구천리,산145외2필지,128.7336134,36.7959602,마바10a67a,3:00,농산부산물소각,0.1,108.0,20.741666666666667,60.29166666666666,1.6583333333333334,0.0,1.0,1.0,C,16.0,2.0,4.0,245.0,192.503,0.0,0.0,0.0,13.74,3395.008,1.0
1999,2017,5,30,12,화요일,경상북도,봉화군,명호면,고감리,산101,128.8311781,36.8529836,마바18b73b,1:55,쓰레기소각,0.03,70.0,20.741666666666667,60.29166666666666,1.6583333333333334,0.0,1.0,2.0,B,8.0,2.0,4.0,385.0,84.606,0.0,1.0,0.0,7.607,134.709,1.0
2003,2017,6,1,17,목요일,경상북도,칠곡군,가산면,금화리,산49-1,128.5606048,36.0532111,라마95b84b,1:01,입산자실화,0.01,68.0,23.53333333333333,68.91666666666667,1.3458333333333332,0.0,1.0,3.0,C,12.0,2.0,4.0,420.0,190.751,1.0,0.0,0.0,7.499,800.377,1.0
2005,2017,6,2,13,금요일,경상북도,울진군,금강송면,전곡리,산89-1,129.0865621,36.9588428,마바41a85b,2:20,기타,0.01,113.0,15.316666666666668,77.125,2.1666666666666665,0.0,1.0,1.0,C,16.0,2.0,5.0,500.0,281.731,0.0,0.0,0.0,26.06,1558.771,1.0
2009,2017,6,2,19,금요일,경상북도,울진군,울진읍,대흥리,"  산23-1(사),산7(국)  ",129.3223503,36.9897917,마바62a89a,7:30,기타,0.3,124.0,15.316666666666668,77.125,2.1666666666666665,0.0,1.0,1.0,C,10.0,2.0,5.0,275.0,692.754,0.0,0.0,0.0,10.791,10395.573,1.0
2012,2017,6,3,11,토요일,경상북도,안동시,와룡면,주하리,산65,128.7490068,36.6654275,마바11b52b,1:06,농산부산물소각,0.03,28.0,19.258333333333333,46.583333333333336,1.7541666666666669,0.0,1.0,3.0,C,12.0,2.0,4.0,260.0,36.937,0.0,0.0,0.0,11.511,7339.635,1.0
2014,2017,6,3,14,토요일,경상북도,봉화군,물야면,오록리,산98,128.7552517,36.9873742,마바11b88a,2:30,기타,0.03,45.0,15.245833333333332,61.625,1.3708333333333331,0.0,1.0,1.0,C,18.0,2.0,5.0,510.0,136.779,0.0,0.0,0.0,11.808,2140.793,1.0
2017,2017,6,4,12,일요일,경상북도,성주군,선남면,도흥리,산76,128.3726239,35.9155737,라마78b69a,20:08,쓰레기소각,24.18,735.0,21.47083333333333,43.75,1.1875,0.0,1.0,2.0,C,24.0,1.0,4.0,130.0,240.997,0.0,0.0,0.0,8.737,3982.279,1.0
2022,2017,6,4,23,일요일,경상북도,영주시,부석면,북지리,산48,128.6859079,37.0173526,마바05a91b,11:51,입산자실화,0.3,125.0,17.925,51.16666666666666,2.216666666666667,0.0,1.0,2.0,C,28.0,2.0,5.0,755.0,481.367,0.0,1.0,0.0,19.462,404.783,1.0
2027,2017,6,5,15,월요일,경상북도,영덕군,지품면,수암리,산10,129.2208882,36.4662782,마바54a31a,1:00,기타,0.01,40.0,17.354166666666668,66.29166666666667,2.9416666666666664,0.0,1.0,2.0,C,10.0,1.0,4.0,255.0,111.814,0.0,0.0,0.0,20.565,2541.13,1.0
2029,2017,6,6,13,공휴일,경상북도,의성군,점곡면,황룡리,산14,128.7595919,36.3583717,마바13a18b,1:08,건축물화재비화,0.05,43.0,16.266666666666666,65.66666666666667,0.9125,7.0,1.0,1.0,C,12.0,1.0,4.0,265.0,74.985,0.0,0.0,0.0,7.116,2032.282,1.0
2030,2017,6,9,16,금요일,경상북도,영양군,입암면,산해리,산86-1,129.0354219,36.5979288,마바37a45b,2:40,입산자실화,0.01,98.0,25.5125,30.08333333333333,3.8958333333333335,0.0,2.0,0.0,,0.0,2.0,5.0,320.0,176.588,0.0,0.0,0.0,16.649,3594.752,1.0
2031,2017,6,11,15,일요일,경상북도,영천시,금호읍,대미리,산3,128.8862136,35.951628,마마25a73b,1:22,성묘객실화,0.15,82.0,20.125,42.583333333333336,2.279166666666667,0.0,1.0,1.0,C,8.0,,,95.0,89.664,0.0,0.0,0.0,6.332,7357.426,1.0
2037,2017,6,15,14,목요일,경상북도,울진군,북면,검성리,산1-1외2,129.3380052,37.1419082,마사63a06a,3:47,입산자실화,0.5,179.0,22.20833333333333,62.25,2.6333333333333333,0.0,2.0,0.0,,0.0,2.0,5.0,165.0,697.656,0.0,0.0,0.0,8.029,3319.788,1.0
2040,2017,6,16,15,금요일,경상북도,상주시,모동면,수봉리,산9-1,127.9533879,36.2891806,라바40b10a,1:56,기타,0.02,102.0,23.954166666666666,52.583333333333336,1.1875,0.0,1.0,1.0,A,0.0,2.0,4.0,270.0,98.88,0.0,0.0,0.0,10.368,1441.306,1.0
2041,2017,6,16,16,금요일,경상북도,경주시,건천읍,용명리,산35,129.1321781,35.8783415,마마47a65b,1:31,입산자실화,0.01,101.0,21.279166666666665,69.41666666666667,2.4666666666666663,0.0,1.0,2.0,C,16.0,2.0,5.0,465.0,833.203,0.0,0.0,0.0,5.396,314.565,1.0
