FRFR_OCCRR_ID,OCCRR_YR,OCCRR_MNT,OCCRR_DT,OCCRR_TM,OCCRR_DYWK_NM,FRFR_OCCRR_CTPRV_NM,FRFR_OCCRR_SGNG_NM,FRFR_OCCRR_EPMN_NM,FRFR_OCCRR_DNL_NM,FRFR_OCCRR_LTNO_NM,FRFR_OCCRR_LCTN_XCRD,FRFR_OCCRR_LCTN_YCRD,LTTC_ID,FRFR_POTFR_TM,FRFR_OCCRR_CAUS_NM,FRFR_DMG_AREA,POTFR_RSRC_INPT_QNTT,TPRT,HMDT,WDSP,PRCPT_QNTT,STORUNST_CD,FRTP_CD,DNST_CD,FRTP_TRE_HGHT,DMCLS_CD,AGCLS_CD,HASLV,NNFRS_DSTNC,CMPSI_FG,PTMNT_FG,CMTRY_FG,FRSTTN_DSTNC,PTMNT_DSTNC,TPGRP_DATA_FG
10,2014,1,13,12,월요일,강원특별자치도,화천군,상서면,파포리,산124,127.6372044,38.1490595,라아12a16b,1:50,농산부산물소각,0.15,88.0,-7.0375000000000005,51.41666666666666,1.0416666666666667,0.0,0.0,0.0,,0.0,,,280.0,22.005,0.0,0.0,0.0,12.898,3375.693,1.0
17,2014,1,15,16,수요일,강원특별자치도,삼척시,도계읍,흥전리,산92-1,129.0188349,37.2138621,마사34b13b,1:17,입산자실화,0.1,169.0,-5.804166666666667,41.625,1.2041666666666666,0.0,1.0,1.0,C,10.0,2.0,4.0,605.0,439.767,0.0,0.0,0.0,5.865,1852.94,1.0
18,2014,1,16,10,목요일,강원특별자치도,정선군,북평면,숙암리,산1,128.6080175,37.5220268,라사97b47b,3:20,입산자실화,0.2,189.0,-4.741666666666666,62.04166666666666,0.9708333333333332,0.0,1.0,2.0,C,22.0,2.0,6.0,960.0,1587.285,0.0,0.0,0.0,25.118,4432.07,1.0
23,2014,1,19,19,일요일,강원특별자치도,원주시,신림면,성남리,산38,128.1083786,37.2531758,라사53b17a,0:55,담뱃불실화,0.02,30.0,-4.3625,56.04166666666666,1.05,0.0,1.0,1.0,C,20.0,2.0,6.0,500.0,196.005,0.0,0.0,0.0,4.641,695.974,1.0
58,2014,2,4,19,화요일,강원특별자치도,양양군,양양읍,화일리,545,128.5654131,38.1000026,라아93a11b,2:05,건축물화재비화,0.5,361.0,-4.2,30.791666666666668,2.4,0.0,0.0,0.0,,0.0,2.0,4.0,90.0,25.399,0.0,0.0,0.0,8.575,1180.751,1.0
102,2014,2,27,12,목요일,강원특별자치도,횡성군,우천면,하대리,산111,128.0896845,37.4684023,라사52a41a,1:15,농산부산물소각,0.25,99.0,6.629166666666666,62.708333333333336,1.5291666666666668,0.0,1.0,1.0,C,14.0,2.0,5.0,290.0,60.311,0.0,0.0,0.0,3.887,8419.167,1.0
112,2014,3,3,11,월요일,강원특별자치도,원주시,흥업면,매지리,산116-1,127.9078133,37.2508737,라사36a16b,1:07,농산부산물소각,0.1,40.0,3.7916666666666665,47.25,1.075,0.0,1.0,1.0,C,26.0,2.0,4.0,330.0,45.447,0.0,0.0,0.0,6.115,2882.162,1.0
113,2014,3,3,14,월요일,강원특별자치도,원주시,,관설동,산158,127.9746644,37.3043611,라사42a22b,0:48,농산부산물소각,0.06,45.0,3.7916666666666665,47.25,1.075,0.0,1.0,1.0,C,28.0,2.0,4.0,200.0,46.633,0.0,0.0,0.0,4.571,3902.313,1.0
123,2014,3,5,15,수요일,강원특별자치도,춘천시,남면,가정리,산59,127.5679779,37.7360999,라사05b70b,1:23,농산부산물소각,0.01,80.0,2.920833333333333,50.79166666666666,2.4375,0.0,1.0,1.0,C,4.0,2.0,4.0,95.0,47.479,0.0,0.0,0.0,13.125,751.432,1.0
130,2014,3,7,11,금요일,강원특별자치도,영월군,김삿갓면,진별리,산150,128.5444125,37.1306381,라사92b04a,5:40,농산부산물소각,2.0,430.0,0.1124999999999999,31.666666666666668,3.329166666666667,0.0,1.0,2.0,C,20.0,2.0,5.0,355.0,264.726,0.0,0.0,0.0,12.324,1025.247,1.0
133,2014,3,7,13,금요일,강원특별자치도,춘천시,서면,당림리,산104,127.6035705,37.8442589,라사09a82b,1:23,기타,0.05,150.0,-0.6291666666666667,38.75,2.5958333333333337,0.0,1.0,1.0,C,16.0,2.0,5.0,165.0,125.577,0.0,0.0,0.0,10.27,1826.615,1.0
136,2014,3,7,15,금요일,강원특별자치도,홍천군,북방면,북방리,산48,127.8628906,37.801858,라사31b78a,1:35,기타,0.2,125.0,-0.5375,29.625,2.1791666666666667,0.0,1.0,1.0,C,14.0,2.0,5.0,345.0,71.098,0.0,0.0,0.0,19.42,5486.694,1.0
145,2014,3,10,10,월요일,강원특별자치도,화천군,화천읍,아리,산52,127.7235362,38.1044614,라아19b11b,2:22,농산부산물소각,0.12,115.0,0.8250000000000001,45.375,1.4416666666666669,0.0,1.0,2.0,C,14.0,2.0,4.0,225.0,98.941,0.0,1.0,0.0,3.77,340.461,1.0
165,2014,3,11,16,화요일,강원특별자치도,원주시,귀래면,용암리,산20-1,127.8457158,37.1773311,라사30b08b,1:00,입산자실화,0.06,53.0,3.1625,52.375,1.25,0.0,1.0,1.0,A,0.0,0.0,1.0,270.0,427.853,0.0,0.0,0.0,22.079,747.714,1.0
192,2014,3,24,16,월요일,강원특별자치도,홍천군,두촌면,자은리,산170-1,128.0103102,37.8736685,라사44b86a,0:43,기타,0.2,113.0,8.9125,52.54166666666666,1.5208333333333333,0.0,1.0,1.0,C,22.0,2.0,5.0,330.0,162.919,0.0,0.0,0.0,25.366,2162.228,1.0
193,2014,3,24,19,월요일,강원특별자치도,양양군,강현면,전진리,산5-2,128.6267719,38.126126,라아98b14b,1:06,기타,0.3,655.0,15.358333333333334,28.08333333333333,3.8375,0.0,1.0,1.0,A,0.0,,,65.0,54.631,0.0,0.0,0.0,4.5,4173.269,1.0
196,2014,3,27,15,목요일,강원특별자치도,철원군,갈말읍,문혜리,산304-3,127.3370118,38.1795529,다아85b19b,1:12,입산자실화,0.03,40.0,11.791666666666666,53.833333333333336,1.45,0.0,0.0,0.0,,0.0,,,325.0,13.702,0.0,1.0,0.0,1.924,311.196,0.0
197,2014,3,27,17,목요일,강원특별자치도,홍천군,서면,모곡리,산82,127.6039175,37.6770815,라사09a64a,1:08,기타,0.2,143.0,13.1625,51.66666666666666,1.0083333333333333,0.0,1.0,3.0,C,10.0,2.0,4.0,210.0,205.158,0.0,0.0,0.0,7.201,3160.897,1.0
198,2014,3,27,18,목요일,강원특별자치도,평창군,용평면,노동리,산1-1,128.4756615,37.7063958,라사86a67b,2:06,기타,0.15,305.0,7.870833333333334,64.08333333333333,1.2166666666666666,0.0,1.0,1.0,C,12.0,2.0,4.0,970.0,688.604,0.0,0.0,0.0,18.008,578.727,1.0
207,2014,4,1,13,화요일,강원특별자치도,횡성군,서원면,금대리,산203,127.9006532,37.4921292,라사35a43b,1:00,기타,0.2,104.0,13.929166666666667,47.29166666666666,1.15,0.0,1.0,2.0,C,14.0,2.0,4.0,275.0,73.767,0.0,0.0,0.0,13.757,4104.08,1.0
262,2014,4,9,14,수요일,강원특별자치도,영월군,수주면,운학리,산14 외 1,128.1870209,37.3224816,라사60b25a,1:00,쓰레기소각,1.42,0.0,12.8,48.625,1.3708333333333331,0.0,1.0,1.0,C,12.0,2.0,5.0,410.0,80.631,0.0,0.0,0.0,17.429,925.777,1.0
267,2014,4,10,13,목요일,강원특별자치도,양구군,남면,청리,1-3도,128.0873752,38.1214495,라아51a13b,1:09,담뱃불실화,0.05,86.0,11.479166666666666,51.833333333333336,2.2,0.0,1.0,2.0,C,20.0,1.0,3.0,510.0,398.55,0.0,0.0,0.0,12.023,994.555,1.0
269,2014,4,10,15,목요일,강원특별자치도,철원군,갈말읍,문혜리,산140-8,127.3361828,38.1866298,다아85b20b,0:40,입산자실화,0.03,37.0,11.916666666666666,60.66666666666666,1.3041666666666667,0.0,0.0,0.0,,0.0,,,355.0,29.579,0.0,0.0,0.0,1.984,820.378,0.0
272,2014,4,11,14,금요일,강원특별자치도,춘천시,동면,품걸리,산65-2,127.8826393,37.9016233,라사33b89a,2:40,입산자실화,0.01,83.0,14.383333333333333,59.083333333333336,1.2166666666666666,0.0,1.0,2.0,C,14.0,2.0,5.0,215.0,65.705,0.0,0.0,0.0,30.459,3447.244,1.0
274,2014,4,11,16,금요일,강원특별자치도,원주시,지정면,판대리,산57-1,127.7996453,37.3854831,라사26b31b,1:24,입산자실화,0.1,45.0,14.470833333333331,53.79166666666666,2.0541666666666667,0.0,1.0,2.0,C,14.0,2.0,4.0,200.0,173.362,0.0,0.0,0.0,12.935,4120.854,1.0
276,2014,4,12,14,토요일,강원특별자치도,양구군,양구읍,월명리,산216,127.9137098,38.1211259,라아36a13b,1:56,입산자실화,0.2,110.0,12.883333333333333,63.79166666666666,1.4875,0.2,0.0,0.0,,0.0,,,295.0,13.907,0.0,0.0,0.0,13.662,1691.666,1.0
278,2014,4,13,14,일요일,강원특별자치도,홍천군,북방면,북방리,산808,127.84779198989638,37.81768808689554,라사30b79b,1:50,쓰레기소각,0.1,114.0,16.170833333333334,51.66666666666666,1.1458333333333333,0.0,0.0,0.0,,0.0,2.0,4.0,395.0,17.287,0.0,0.0,0.0,41.686,1845.621,1.0
304,2014,4,16,22,수요일,강원특별자치도,춘천시,동면,만천리,산31-15,127.7880964,37.8750551,라사25a86a,1:33,입산자실화,0.09,110.0,14.870833333333332,78.5,1.3208333333333333,0.0,1.0,3.0,C,14.0,2.0,5.0,150.0,50.598,0.0,0.0,0.0,4.556,330.19,1.0
306,2014,4,17,19,목요일,강원특별자치도,춘천시,동면,만천리,산30,127.7882016,37.8740461,라사25a86a,2:01,입산자실화,0.03,94.0,14.416666666666666,75.29166666666667,1.0291666666666666,1.2,0.0,0.0,,0.0,2.0,5.0,170.0,36.617,0.0,0.0,0.0,4.556,399.423,1.0
310,2014,4,20,13,금요일,강원특별자치도,홍천군,서면,동막리,산110-1,127.5613293,37.659117,라사05a62a,1:32,입산자실화,0.2,131.0,13.904166666666669,48.083333333333336,1.375,0.0,1.0,1.0,C,22.0,2.0,4.0,155.0,16.698,0.0,0.0,0.0,9.316,773.177,1.0
315,2014,4,21,13,월요일,강원특별자치도,영월군,한반도면,광전리,산57,128.3502444,37.2714056,라사75a19b,2:15,입산자실화,0.1,130.0,14.533333333333331,51.875,1.2958333333333334,0.0,1.0,1.0,C,30.0,2.0,4.0,375.0,88.608,0.0,0.0,0.0,12.192,5234.086,1.0
317,2014,4,21,16,월요일,강원특별자치도,고성군,토성면,인흥리,산75,128.5138927,38.2257267,라아88b25b,1:25,입산자실화,0.09,119.0,14.954166666666666,53.125,2.3666666666666667,0.0,1.0,2.0,A,0.0,0.0,1.0,105.0,95.061,0.0,0.0,0.0,9.296,2239.17,1.0
318,2014,4,22,10,화요일,강원특별자치도,인제군,북면,한계리,산123,128.2524161,38.1505469,라아65b16b,2:25,입산자실화,0.05,172.0,13.158333333333331,45.083333333333336,1.1458333333333333,0.0,1.0,1.0,C,10.0,2.0,5.0,345.0,71.794,0.0,0.0,0.0,4.763,440.914,1.0
322,2014,4,22,14,화요일,강원특별자치도,홍천군,화촌면,군업리,산220,128.0151979,37.7625343,라사45a73b,2:24,담뱃불실화,0.2,144.0,14.329166666666666,41.5,1.1083333333333334,0.0,1.0,2.0,C,28.0,2.0,5.0,320.0,532.209,0.0,0.0,0.0,16.174,2538.711,1.0
331,2014,4,23,13,수요일,강원특별자치도,춘천시,남면,추곡리,산85,127.6506262,37.7323462,라사13a70a,3:10,입산자실화,0.03,93.0,15.4,47.54166666666666,1.1458333333333333,0.0,1.0,2.0,C,16.0,2.0,4.0,270.0,312.67,0.0,0.0,0.0,8.54,2168.507,1.0
344,2014,4,24,10,목요일,강원특별자치도,홍천군,서석면,검산리,산102,128.2404305,37.7403136,라사65a71a,9:40,입산자실화,2.5,395.0,15.975,41.208333333333336,1.0708333333333333,0.0,1.0,1.0,C,22.0,2.0,5.0,765.0,643.036,0.0,0.0,0.0,8.542,2056.357,1.0
345,2014,4,24,12,목요일,강원특별자치도,횡성군,우천면,정금리,산232,128.1181877,37.5276235,라사54b47b,3:10,입산자실화,0.4,207.0,17.216666666666665,46.25,1.3,0.0,1.0,2.0,C,20.0,2.0,4.0,450.0,374.363,0.0,0.0,0.0,13.332,3951.713,1.0
346,2014,4,24,12,목요일,강원특별자치도,영월군,수주면,두산리,산2,128.1432128,37.2953021,라사57a22a,5:36,기타,1.0,150.0,15.95,44.875,1.05,0.0,1.0,1.0,A,0.0,2.0,5.0,530.0,248.297,1.0,0.0,0.0,20.994,2988.979,1.0
348,2014,4,24,15,목요일,강원특별자치도,춘천시,동산면,원창리,산160-1,127.7509218,37.8054589,라사22a78a,2:40,입산자실화,0.05,74.0,16.479166666666668,49.75,1.1791666666666667,0.0,1.0,2.0,C,20.0,2.0,4.0,455.0,93.771,0.0,1.0,0.0,11.834,140.564,1.0
350,2014,4,24,18,목요일,강원특별자치도,춘천시,남산면,행촌리,산114,127.6761209,37.7448624,라사15b71b,1:20,입산자실화,0.06,91.0,16.479166666666668,49.75,1.1791666666666667,0.0,1.0,2.0,C,12.0,2.0,4.0,185.0,108.632,0.0,0.0,0.0,9.173,5108.415,1.0
351,2014,4,24,18,목요일,강원특별자치도,영월군,수주면,법흥리,산115,128.2591806,37.3398541,라사67a27a,3:46,기타,0.9,199.0,15.95,44.875,1.05,0.0,1.0,2.0,C,18.0,2.0,5.0,550.0,974.772,0.0,0.0,0.0,9.216,1782.038,1.0
353,2014,4,25,10,금요일,강원특별자치도,삼척시,,등봉동,산77,129.1238353,37.4559741,마사43b40b,1:51,농산부산물소각,0.5,140.0,14.133333333333333,40.5,1.225,0.0,0.0,0.0,,0.0,1.0,4.0,85.0,14.909,0.0,0.0,0.0,3.969,1233.114,1.0
357,2014,4,25,14,금요일,강원특별자치도,양양군,현남면,후포매리,산32,128.7393774,37.9445719,마사08b94b,1:00,입산자실화,0.04,235.0,19.3,37.54166666666666,2.025,0.0,1.0,2.0,C,10.0,2.0,4.0,135.0,516.271,0.0,1.0,0.0,12.436,295.017,1.0
361,2014,4,25,20,금요일,강원특별자치도,화천군,화천읍,아리,산48-13,127.7244126,38.1079323,라아19b11b,1:20,담뱃불실화,0.1,109.0,16.8875,47.708333333333336,1.2458333333333331,0.0,0.0,0.0,,0.0,2.0,4.0,250.0,18.101,0.0,1.0,0.0,3.77,237.255,1.0
363,2014,4,26,10,토요일,강원특별자치도,평창군,용평면,속사리,산11,128.4958598,37.6552592,라사87b62a,1:57,기타,0.3,335.0,13.166666666666666,48.083333333333336,2.3833333333333333,0.0,1.0,1.0,A,0.0,2.0,5.0,755.0,146.328,0.0,0.0,0.0,11.319,4598.216,1.0
364,2014,4,26,13,토요일,강원특별자치도,영월군,한반도면,광전리,산141,128.3050515,37.2741259,라사71a19b,2:40,입산자실화,0.1,70.0,16.462500000000002,49.583333333333336,0.9375,0.0,1.0,3.0,C,18.0,2.0,4.0,535.0,663.054,0.0,0.0,0.0,3.825,6551.118,1.0
367,2014,4,26,15,토요일,강원특별자치도,양구군,국토정중앙면,명곶리,산1-1,128.0034633,38.0271747,라아44a03a,2:40,입산자실화,0.1,88.0,16.3375,44.583333333333336,1.5291666666666668,0.0,1.0,2.0,C,12.0,2.0,4.0,485.0,1129.821,0.0,0.0,0.0,9.021,1123.847,1.0
370,2014,4,27,15,일요일,강원특별자치도,양양군,현남면,입암리,산171-1,128.7620647,37.9159736,마사10b91a,1:10,입산자실화,0.01,266.0,17.854166666666668,61.29166666666666,2.3291666666666666,1.0,1.0,1.0,C,16.0,2.0,4.0,140.0,511.34,0.0,0.0,0.0,13.23,1743.401,1.0
373,2014,5,4,18,일요일,강원특별자치도,홍천군,동면,속초리,산17,127.9893331,37.6739796,라사43a63b,2:35,입산자실화,0.1,84.0,11.816666666666668,56.16666666666666,1.8291666666666664,0.5,1.0,1.0,C,16.0,2.0,4.0,320.0,294.316,0.0,0.0,0.0,9.3,1072.434,1.0
374,2014,5,5,19,공휴일,강원특별자치도,양구군,동면,원당리,산7,128.0749998,38.1986091,라아50a22a,1:50,입산자실화,0.05,52.0,9.3875,49.25,3.2916666666666665,0.5,0.0,0.0,,0.0,,,495.0,18.574,0.0,0.0,0.0,19.066,802.081,1.0
376,2014,5,6,18,공휴일,강원특별자치도,영월군,영월읍,정양리,산51,128.5193882,37.1529182,라사90b06b,2:20,쓰레기소각,0.3,260.0,12.241666666666667,44.958333333333336,1.7708333333333333,0.0,1.0,1.0,C,16.0,2.0,5.0,295.0,89.526,0.0,0.0,0.0,10.283,754.219,1.0
382,2014,5,9,16,금요일,강원특별자치도,삼척시,노곡면,주지리,산49,129.1304176,37.2847015,마사44b21b,2:13,입산자실화,0.3,127.0,11.1375,57.458333333333336,1.9166666666666667,0.0,1.0,1.0,C,10.0,2.0,5.0,500.0,204.531,0.0,0.0,0.0,24.283,2900.425,1.0
385,2014,5,10,15,토요일,강원특별자치도,영월군,북면,덕상리,산42,128.3803439,37.2701413,라사78a19a,2:46,입산자실화,0.5,82.0,17.004166666666666,47.083333333333336,2.125,0.0,1.0,2.0,C,10.0,2.0,4.0,440.0,190.259,0.0,0.0,0.0,15.009,5452.557,1.0
391,2014,5,11,16,일요일,강원특별자치도,인제군,남면,부평리,산93,128.0865585,37.9898053,라사51b99a,1:24,입산자실화,0.03,72.0,14.6,62.083333333333336,2.0541666666666667,12.0,1.0,2.0,C,18.0,2.0,5.0,310.0,78.51,0.0,0.0,0.0,12.472,1446.562,1.0
393,2014,5,13,11,화요일,강원특별자치도,고성군,간성읍,광산리,산54,128.4040888,38.3762732,라아78b42a,2:11,기타,0.5,698.0,23.95833333333333,34.208333333333336,5.958333333333333,0.0,0.0,0.0,,0.0,,,65.0,11.239,0.0,0.0,0.0,8.462,1524.1,0.0
394,2014,5,14,18,수요일,강원특별자치도,정선군,임계면,가목리,산11,128.9551342,37.483886,마사28b43b,1:16,입산자실화,0.1,123.0,19.45,51.75,2.029166666666667,0.0,1.0,3.0,C,16.0,2.0,6.0,820.0,863.508,0.0,0.0,0.0,20.274,1735.116,1.0
411,2014,5,26,12,월요일,강원특별자치도,삼척시,근덕면,교곡리,산75-6,129.2148658,37.3488581,마사51b29a,2:00,입산자실화,0.3,80.0,17.954166666666666,54.375,2.841666666666667,4.0,1.0,2.0,C,18.0,1.0,2.0,215.0,699.119,0.0,0.0,0.0,6.844,2633.336,1.0
415,2014,5,28,15,수요일,강원특별자치도,양구군,국토정중앙면,명곶리,산29-1,128.0087934,38.0224802,라아44b02b,3:25,입산자실화,0.1,32.0,21.225,55.333333333333336,0.85,0.0,1.0,1.0,B,20.0,2.0,4.0,445.0,378.299,0.0,0.0,0.0,9.705,1841.04,1.0
419,2014,5,30,10,금요일,강원특별자치도,삼척시,도계읍,점리,산182-1,129.012021,37.2384932,마사34a16b,4:00,기타,0.25,267.0,22.52083333333333,35.291666666666664,1.6833333333333331,0.0,1.0,1.0,A,0.0,2.0,5.0,440.0,197.328,0.0,0.0,0.0,8.086,1311.009,1.0
424,2014,5,31,17,토요일,강원특별자치도,평창군,미탄면,평안리,산1-2,128.5270915,37.3491463,라사90b28a,2:02,농산부산물소각,0.9,215.0,21.175,54.708333333333336,2.8000000000000003,0.0,1.0,2.0,C,12.0,2.0,5.0,695.0,649.071,0.0,0.0,0.0,18.114,3831.942,1.0
427,2014,6,1,21,일요일,강원특별자치도,횡성군,갑천면,상대리,산90-1,128.1757867,37.5319941,라사59b48a,4:05,쓰레기소각,0.1,84.0,25.33333333333333,56.75,1.3125,0.0,1.0,1.0,C,20.0,1.0,4.0,440.0,57.621,0.0,0.0,0.0,9.057,5509.662,1.0
431,2014,6,10,17,화요일,강원특별자치도,원주시,흥업면,매지리,산66,127.9128987,37.2691793,라사36b18b,2:42,기타,0.01,85.0,21.091666666666665,75.75,1.7791666666666668,5.0,1.0,1.0,C,12.0,2.0,4.0,365.0,406.049,0.0,0.0,0.0,4.176,3946.027,1.0
433,2014,6,15,14,일요일,강원특별자치도,인제군,인제읍,가아리,산70,128.1151228,38.1498336,라아53b16b,3:10,기타,0.05,114.0,21.84583333333333,57.208333333333336,1.3708333333333331,0.0,1.0,1.0,C,20.0,2.0,4.0,500.0,95.398,0.0,0.0,0.0,14.071,2220.834,1.0
435,2014,6,19,15,목요일,강원특별자치도,인제군,남면,남전리,산226-1,128.1668286,38.00336,라아58b00b,3:00,쓰레기소각,0.19,89.0,20.633333333333333,78.58333333333333,1.9541666666666664,1.0,1.0,1.0,C,22.0,2.0,3.0,440.0,230.664,0.0,0.0,0.0,12.219,2408.087,1.0
446,2014,7,20,18,일요일,강원특별자치도,춘천시,,칠전동,산94,127.6802998,37.844258,라사15b82b,1:55,입산자실화,0.01,22.0,28.441666666666663,74.0,1.125,0.0,1.0,2.0,C,14.0,2.0,4.0,170.0,123.159,0.0,1.0,0.0,6.663,195.662,1.0
451,2014,9,20,13,토요일,강원특별자치도,화천군,화천읍,동촌리,산258,127.8142538,38.1136227,라아27b12b,4:44,입산자실화,0.25,103.0,18.341666666666665,71.29166666666667,0.975,0.0,1.0,1.0,C,14.0,2.0,5.0,220.0,109.477,0.0,0.0,0.0,22.46,3323.609,1.0
466,2014,10,28,11,화요일,강원특별자치도,홍천군,두촌면,천현리,산134-2,127.9775001,37.8542857,라사42a83b,1:33,입산자실화,0.02,35.0,7.266666666666667,61.04166666666666,0.6833333333333332,0.0,1.0,2.0,C,8.0,2.0,4.0,590.0,1008.642,0.0,0.0,0.0,24.015,1247.176,1.0
468,2014,10,29,13,수요일,강원특별자치도,인제군,기린면,진동리,산71,128.44932,38.0103416,라아83a01b,2:40,입산자실화,0.7,82.0,7.441666666666666,62.54166666666666,0.8333333333333334,0.0,1.0,2.0,B,14.0,2.0,5.0,900.0,2246.741,0.0,0.0,0.0,29.485,1379.152,1.0
469,2014,10,30,14,목요일,강원특별자치도,평창군,대화면,개수리,산22,128.3961161,37.4887497,라사79a43b,3:37,농산부산물소각,0.5,103.0,8.075000000000001,63.583333333333336,0.9583333333333334,0.0,1.0,1.0,C,22.0,2.0,5.0,595.0,138.605,0.0,0.0,0.0,14.943,793.181,1.0
473,2014,11,9,13,일요일,강원특별자치도,홍천군,내촌면,와야리,산12-1,128.1644602,37.8347828,라사58a81b,3:30,기타,0.01,54.0,8.674999999999999,64.625,0.8833333333333333,0.0,1.0,2.0,B,14.0,1.0,5.0,630.0,838.48,0.0,1.0,0.0,22.441,126.588,1.0
480,2014,11,11,11,화요일,강원특별자치도,양구군,양구읍,고대리,산123-1,127.9900307,38.1347711,라아42b15a,0:42,농산부산물소각,0.05,55.0,5.645833333333333,64.58333333333333,1.475,0.0,0.0,0.0,,0.0,,,220.0,27.876,0.0,0.0,0.0,6.376,2209.982,1.0
488,2014,11,23,8,일요일,강원특별자치도,양양군,서면,논화리,산1-1,128.5474028,38.0745901,라아91b08b,1:56,입산자실화,1.0,156.0,9.945833333333333,70.875,1.5666666666666669,0.0,1.0,1.0,C,14.0,2.0,4.0,275.0,446.061,0.0,0.0,0.0,10.342,1900.394,1.0
490,2014,12,22,10,월요일,강원특별자치도,양양군,현북면,잔교리,산52,128.736211,37.9909569,마사08b99b,1:04,쓰레기소각,0.05,72.0,-1.3208333333333333,35.708333333333336,3.575,0.0,1.0,1.0,C,12.0,2.0,4.0,25.0,42.687,0.0,0.0,0.0,3.692,1127.5,1.0
496,2015,1,5,1,월요일,강원특별자치도,강릉시,주문진읍,주문리,산17-16,128.8103226,37.9016407,마사15a89b,1:06,입산자실화,0.16,56.0,6.875,32.583333333333336,2.0875,0.0,0.0,0.0,,0.0,1.0,3.0,15.0,33.472,0.0,0.0,0.0,6.173,745.751,1.0
497,2015,1,10,13,토요일,강원특별자치도,강릉시,왕산면,대기리,산206,128.785723,37.6028839,마사13a56b,2:58,입산자실화,0.2,92.0,1.9416666666666669,32.375,2.7291666666666665,0.0,1.0,1.0,A,0.0,1.0,3.0,750.0,292.065,0.0,0.0,0.0,19.11,1800.315,1.0
509,2015,2,1,16,일요일,강원특별자치도,춘천시,북산면,조교리,산226,127.9485394,37.9277821,라사39a92a,1:22,입산자실화,0.1,72.0,-4.4375,67.375,0.6083333333333333,0.0,1.0,3.0,C,20.0,1.0,5.0,305.0,63.239,0.0,0.0,0.0,45.276,5468.202,1.0
515,2015,2,8,13,일요일,강원특별자치도,삼척시,가곡면,오목리,산17,129.1723188,37.1730652,마사48a09b,68:29:00,기타,52.0,3809.0,-8.183333333333334,33.666666666666664,2.0125,0.0,1.0,1.0,A,0.0,3.0,5.0,410.0,98.303,0.0,0.0,0.0,20.72,1789.326,1.0
524,2015,2,12,11,목요일,강원특별자치도,영월군,남면,북쌍리,산232-3,128.3943104,37.2261752,라사79a14b,2:14,건축물화재비화,1.0,225.0,-1.3583333333333334,41.16666666666666,2.7875,0.0,1.0,1.0,C,12.0,2.0,5.0,310.0,67.056,0.0,0.0,0.0,12.002,3849.484,1.0
542,2015,2,26,14,목요일,강원특별자치도,원주시,,태장동,산7-3,127.9591309,37.3878894,라사40b32a,1:20,기타,0.2,97.0,3.483333333333333,56.583333333333336,3.1125000000000003,0.5,1.0,2.0,C,14.0,2.0,5.0,145.0,112.334,0.0,0.0,0.0,1.927,3798.074,1.0
551,2015,3,2,16,월요일,강원특별자치도,인제군,북면,한계리,산77,128.2617022,38.1405797,라아66b15b,1:03,입산자실화,0.01,104.0,1.2,48.16666666666666,1.575,0.0,1.0,2.0,B,16.0,2.0,4.0,380.0,95.824,0.0,1.0,0.0,4.622,369.685,1.0
552,2015,3,4,11,수요일,강원특별자치도,정선군,여량면,구절리,211대,128.7469783,37.5188779,마사10a47a,20:20,건축물화재비화,7.0,1420.0,-1.741666666666667,34.958333333333336,6.5125,0.0,0.0,0.0,,0.0,2.0,5.0,480.0,16.555,0.0,1.0,0.0,27.089,17.444,1.0
568,2015,3,7,13,토요일,강원특별자치도,춘천시,동면,감정리,산11-1,127.7919,37.9048767,라사25b89a,1:35,쓰레기소각,0.2,226.0,2.475,57.958333333333336,0.7416666666666667,0.0,1.0,1.0,C,4.0,1.0,1.0,220.0,99.271,0.0,1.0,0.0,5.01,463.84,1.0
572,2015,3,8,10,일요일,강원특별자치도,횡성군,청일면,갑천리,산1,128.1799314,37.5758252,라사60a53a,1:21,농산부산물소각,0.1,92.0,6.929166666666667,43.875,0.9375,0.0,1.0,3.0,C,16.0,2.0,4.0,255.0,28.184,1.0,0.0,0.0,10.612,2468.267,1.0
573,2015,3,8,11,일요일,강원특별자치도,고성군,죽왕면,구성리,산41,128.469683,38.3324951,라아84b37a,3:00,쓰레기소각,0.9,559.0,5.25,67.04166666666667,1.2166666666666666,0.0,1.0,2.0,C,14.0,2.0,4.0,175.0,155.049,0.0,0.0,0.0,8.934,2158.615,1.0
578,2015,3,8,14,일요일,강원특별자치도,강릉시,성산면,위촌리,산475,128.8464634,37.759829,마사18b74a,1:10,담뱃불실화,0.1,112.0,6.741666666666667,46.708333333333336,1.7166666666666668,0.0,1.0,1.0,C,12.0,2.0,3.0,70.0,30.112,0.0,0.0,0.0,2.698,980.156,1.0
584,2015,3,9,14,월요일,강원특별자치도,춘천시,신북읍,발산리,산23-2,127.7565405,37.9650958,라사22b96a,0:39,기타,0.01,50.0,4.291666666666667,46.208333333333336,3.045833333333333,0.0,1.0,3.0,C,10.0,1.0,,155.0,46.796,0.0,1.0,0.0,7.845,350.817,1.0
586,2015,3,9,14,월요일,강원특별자치도,춘천시,동면,지내리,산10,127.7833461,37.9212598,라사24b91a,1:44,기타,0.4,254.0,4.291666666666667,46.208333333333336,3.045833333333333,0.0,1.0,1.0,C,12.0,2.0,,125.0,68.696,0.0,0.0,1.0,5.028,1179.806,1.0
